Dato,Klokkeslett,Sted,Latitude,Longitude,Antall_ledige_plasser
24.11.2020,21:08,Jernbanen,58.966341,5.732047,297
24.11.2020,21:08,Valberget,58.9721884,5.7299647,106
24.11.2020,21:08,Posten,58.969721,5.729923,139
24.11.2020,21:08,Jorenholmen,58.971964,5.736688,450
24.11.2020,21:08,St Olav,58.966764,5.730807,366
24.11.2020,21:08,Siddis,58.954126,5.694017,320
24.11.2020,21:08,Forum,58.9523279,5.7046637,1443
24.11.2020,21:08,Kyrre,58.969491,5.726946,241
24.11.2020,21:08,Parketten,58.975601,5.721537,1003
24.11.2020,21:12,Jernbanen,58.966341,5.732047,298
24.11.2020,21:12,Valberget,58.9721884,5.7299647,106
24.11.2020,21:12,Posten,58.969721,5.729923,139
24.11.2020,21:12,Jorenholmen,58.971964,5.736688,452
24.11.2020,21:12,St Olav,58.966764,5.730807,365
24.11.2020,21:12,Siddis,58.954126,5.694017,320
24.11.2020,21:12,Forum,58.9523279,5.7046637,1443
24.11.2020,21:12,Kyrre,58.969491,5.726946,241
24.11.2020,21:12,Parketten,58.975601,5.721537,1003
24.11.2020,21:16,Jernbanen,58.966341,5.732047,299
24.11.2020,21:16,Valberget,58.9721884,5.7299647,106
24.11.2020,21:16,Posten,58.969721,5.729923,139
24.11.2020,21:16,Jorenholmen,58.971964,5.736688,453
24.11.2020,21:16,St Olav,58.966764,5.730807,364
24.11.2020,21:16,Siddis,58.954126,5.694017,320
24.11.2020,21:16,Forum,58.9523279,5.7046637,1443
24.11.2020,21:16,Kyrre,58.969491,5.726946,241
24.11.2020,21:16,Parketten,58.975601,5.721537,1006
24.11.2020,21:20,Jernbanen,58.966341,5.732047,301
24.11.2020,21:20,Valberget,58.9721884,5.7299647,107
24.11.2020,21:20,Posten,58.969721,5.729923,140
24.11.2020,21:20,Jorenholmen,58.971964,5.736688,454
24.11.2020,21:20,St Olav,58.966764,5.730807,362
24.11.2020,21:20,Siddis,58.954126,5.694017,320
24.11.2020,21:20,Forum,58.9523279,5.7046637,1443
24.11.2020,21:20,Kyrre,58.969491,5.726946,241
24.11.2020,21:20,Parketten,58.975601,5.721537,1011
24.11.2020,21:24,Jernbanen,58.966341,5.732047,301
24.11.2020,21:24,Valberget,58.9721884,5.7299647,107
24.11.2020,21:24,Posten,58.969721,5.729923,142
24.11.2020,21:24,Jorenholmen,58.971964,5.736688,455
24.11.2020,21:24,St Olav,58.966764,5.730807,363
24.11.2020,21:24,Siddis,58.954126,5.694017,320
24.11.2020,21:24,Forum,58.9523279,5.7046637,1443
24.11.2020,21:24,Kyrre,58.969491,5.726946,241
24.11.2020,21:24,Parketten,58.975601,5.721537,1011
24.11.2020,21:28,Jernbanen,58.966341,5.732047,303
24.11.2020,21:28,Valberget,58.9721884,5.7299647,108
24.11.2020,21:28,Posten,58.969721,5.729923,142
24.11.2020,21:28,Jorenholmen,58.971964,5.736688,455
24.11.2020,21:28,St Olav,58.966764,5.730807,363
24.11.2020,21:28,Siddis,58.954126,5.694017,320
24.11.2020,21:28,Forum,58.9523279,5.7046637,1443
24.11.2020,21:28,Kyrre,58.969491,5.726946,241
24.11.2020,21:28,Parketten,58.975601,5.721537,1011
24.11.2020,21:32,Jernbanen,58.966341,5.732047,303
24.11.2020,21:32,Valberget,58.9721884,5.7299647,108
24.11.2020,21:32,Posten,58.969721,5.729923,142
24.11.2020,21:32,Jorenholmen,58.971964,5.736688,455
24.11.2020,21:32,St Olav,58.966764,5.730807,363
24.11.2020,21:32,Siddis,58.954126,5.694017,320
24.11.2020,21:32,Forum,58.9523279,5.7046637,1445
24.11.2020,21:32,Kyrre,58.969491,5.726946,241
24.11.2020,21:32,Parketten,58.975601,5.721537,1011
24.11.2020,21:36,Jernbanen,58.966341,5.732047,306
24.11.2020,21:36,Valberget,58.9721884,5.7299647,109
24.11.2020,21:36,Posten,58.969721,5.729923,144
24.11.2020,21:36,Jorenholmen,58.971964,5.736688,458
24.11.2020,21:36,St Olav,58.966764,5.730807,364
24.11.2020,21:36,Siddis,58.954126,5.694017,320
24.11.2020,21:36,Forum,58.9523279,5.7046637,1445
24.11.2020,21:36,Kyrre,58.969491,5.726946,241
24.11.2020,21:36,Parketten,58.975601,5.721537,1012
24.11.2020,21:40,Jernbanen,58.966341,5.732047,306
24.11.2020,21:40,Valberget,58.9721884,5.7299647,111
24.11.2020,21:40,Posten,58.969721,5.729923,144
24.11.2020,21:40,Jorenholmen,58.971964,5.736688,458
24.11.2020,21:40,St Olav,58.966764,5.730807,365
24.11.2020,21:40,Siddis,58.954126,5.694017,320
24.11.2020,21:40,Forum,58.9523279,5.7046637,1446
24.11.2020,21:40,Kyrre,58.969491,5.726946,241
24.11.2020,21:40,Parketten,58.975601,5.721537,1012
24.11.2020,21:44,Jernbanen,58.966341,5.732047,308
24.11.2020,21:44,Valberget,58.9721884,5.7299647,112
24.11.2020,21:44,Posten,58.969721,5.729923,144
24.11.2020,21:44,Jorenholmen,58.971964,5.736688,458
24.11.2020,21:44,St Olav,58.966764,5.730807,365
24.11.2020,21:44,Siddis,58.954126,5.694017,320
24.11.2020,21:44,Forum,58.9523279,5.7046637,1446
24.11.2020,21:44,Kyrre,58.969491,5.726946,241
24.11.2020,21:44,Parketten,58.975601,5.721537,1012
24.11.2020,21:48,Jernbanen,58.966341,5.732047,308
24.11.2020,21:48,Valberget,58.9721884,5.7299647,114
24.11.2020,21:48,Posten,58.969721,5.729923,144
24.11.2020,21:48,Jorenholmen,58.971964,5.736688,459
24.11.2020,21:48,St Olav,58.966764,5.730807,365
24.11.2020,21:48,Siddis,58.954126,5.694017,320
24.11.2020,21:48,Forum,58.9523279,5.7046637,1446
24.11.2020,21:48,Kyrre,58.969491,5.726946,244
24.11.2020,21:48,Parketten,58.975601,5.721537,1012
24.11.2020,21:52,Jernbanen,58.966341,5.732047,307
24.11.2020,21:52,Valberget,58.9721884,5.7299647,116
24.11.2020,21:52,Posten,58.969721,5.729923,147
24.11.2020,21:52,Jorenholmen,58.971964,5.736688,459
24.11.2020,21:52,St Olav,58.966764,5.730807,366
24.11.2020,21:52,Siddis,58.954126,5.694017,320
24.11.2020,21:52,Forum,58.9523279,5.7046637,1446
24.11.2020,21:52,Kyrre,58.969491,5.726946,244
24.11.2020,21:52,Parketten,58.975601,5.721537,1013
24.11.2020,21:56,Jernbanen,58.966341,5.732047,309
24.11.2020,21:56,Valberget,58.9721884,5.7299647,116
24.11.2020,21:56,Posten,58.969721,5.729923,147
24.11.2020,21:56,Jorenholmen,58.971964,5.736688,459
24.11.2020,21:56,St Olav,58.966764,5.730807,366
24.11.2020,21:56,Siddis,58.954126,5.694017,320
