Dato,Klokkeslett,Sted,Latitude,Longitude,Antall_ledige_plasser
01.12.2020,23:56,Jernbanen,58.966341,5.732047,337
01.12.2020,23:56,Valberget,58.9721884,5.7299647,121
01.12.2020,23:56,Posten,58.969721,5.729923,146
01.12.2020,23:56,Jorenholmen,58.971964,5.736688,460
01.12.2020,23:56,St Olav,58.966764,5.730807,378
01.12.2020,23:56,Siddis,58.954126,5.694017,313
01.12.2020,23:56,Forum,58.9523279,5.7046637,28
01.12.2020,23:56,Kyrre,58.969491,5.726946,262
01.12.2020,23:56,Parketten,58.975601,5.721537,157
02.12.2020,00:00,Jernbanen,58.966341,5.732047,337
02.12.2020,00:00,Valberget,58.9721884,5.7299647,121
02.12.2020,00:00,Posten,58.969721,5.729923,146
02.12.2020,00:00,Jorenholmen,58.971964,5.736688,460
02.12.2020,00:00,St Olav,58.966764,5.730807,378
02.12.2020,00:00,Siddis,58.954126,5.694017,313
02.12.2020,00:00,Forum,58.9523279,5.7046637,28
02.12.2020,00:00,Kyrre,58.969491,5.726946,262
02.12.2020,00:00,Parketten,58.975601,5.721537,157
02.12.2020,00:04,Jernbanen,58.966341,5.732047,337
02.12.2020,00:04,Valberget,58.9721884,5.7299647,121
02.12.2020,00:04,Posten,58.969721,5.729923,146
02.12.2020,00:04,Jorenholmen,58.971964,5.736688,460
02.12.2020,00:04,St Olav,58.966764,5.730807,378
02.12.2020,00:04,Siddis,58.954126,5.694017,313
02.12.2020,00:04,Forum,58.9523279,5.7046637,28
02.12.2020,00:04,Kyrre,58.969491,5.726946,262
02.12.2020,00:04,Parketten,58.975601,5.721537,157
02.12.2020,00:08,Jernbanen,58.966341,5.732047,337
02.12.2020,00:08,Valberget,58.9721884,5.7299647,121
02.12.2020,00:08,Posten,58.969721,5.729923,146
02.12.2020,00:08,Jorenholmen,58.971964,5.736688,460
02.12.2020,00:08,St Olav,58.966764,5.730807,378
02.12.2020,00:08,Siddis,58.954126,5.694017,313
02.12.2020,00:08,Forum,58.9523279,5.7046637,28
02.12.2020,00:08,Kyrre,58.969491,5.726946,262
02.12.2020,00:08,Parketten,58.975601,5.721537,157
02.12.2020,00:12,Jernbanen,58.966341,5.732047,337
02.12.2020,00:12,Valberget,58.9721884,5.7299647,121
02.12.2020,00:12,Posten,58.969721,5.729923,147
02.12.2020,00:12,Jorenholmen,58.971964,5.736688,460
02.12.2020,00:12,St Olav,58.966764,5.730807,378
