Dato,Klokkeslett,Sted,Latitude,Longitude,Antall_ledige_plasser
03.12.2020,23:08,Jernbanen,58.966341,5.732047,340
03.12.2020,23:08,Valberget,58.9721884,5.7299647,115
03.12.2020,23:08,Posten,58.969721,5.729923,142
03.12.2020,23:08,Jorenholmen,58.971964,5.736688,464
03.12.2020,23:08,St Olav,58.966764,5.730807,392
03.12.2020,23:08,Siddis,58.954126,5.694017,311
03.12.2020,23:08,Forum,58.9523279,5.7046637,28
03.12.2020,23:08,Kyrre,58.969491,5.726946,258
03.12.2020,23:08,Parketten,58.975601,5.721537,703
03.12.2020,23:12,Jernbanen,58.966341,5.732047,341
03.12.2020,23:12,Valberget,58.9721884,5.7299647,115
03.12.2020,23:12,Posten,58.969721,5.729923,142
03.12.2020,23:12,Jorenholmen,58.971964,5.736688,465
03.12.2020,23:12,St Olav,58.966764,5.730807,392
03.12.2020,23:12,Siddis,58.954126,5.694017,311
03.12.2020,23:12,Forum,58.9523279,5.7046637,28
03.12.2020,23:12,Kyrre,58.969491,5.726946,258
03.12.2020,23:12,Parketten,58.975601,5.721537,703
03.12.2020,23:16,Jernbanen,58.966341,5.732047,341
03.12.2020,23:16,Valberget,58.9721884,5.7299647,116
03.12.2020,23:16,Posten,58.969721,5.729923,145
03.12.2020,23:16,Jorenholmen,58.971964,5.736688,465
03.12.2020,23:16,St Olav,58.966764,5.730807,393
03.12.2020,23:16,Siddis,58.954126,5.694017,311
03.12.2020,23:16,Forum,58.9523279,5.7046637,28
03.12.2020,23:16,Kyrre,58.969491,5.726946,258
03.12.2020,23:16,Parketten,58.975601,5.721537,703
03.12.2020,23:20,Jernbanen,58.966341,5.732047,341
03.12.2020,23:20,Valberget,58.9721884,5.7299647,117
03.12.2020,23:20,Posten,58.969721,5.729923,145
03.12.2020,23:20,Jorenholmen,58.971964,5.736688,465
03.12.2020,23:20,St Olav,58.966764,5.730807,393
03.12.2020,23:20,Siddis,58.954126,5.694017,311
03.12.2020,23:20,Forum,58.9523279,5.7046637,28
03.12.2020,23:20,Kyrre,58.969491,5.726946,258
03.12.2020,23:20,Parketten,58.975601,5.721537,703
03.12.2020,23:24,Jernbanen,58.966341,5.732047,341
03.12.2020,23:24,Valberget,58.9721884,5.7299647,118
03.12.2020,23:24,Posten,58.969721,5.729923,146
03.12.2020,23:24,Jorenholmen,58.971964,5.736688,465
03.12.2020,23:24,St Olav,58.966764,5.730807,393
03.12.2020,23:24,Siddis,58.954126,5.694017,311
03.12.2020,23:24,Forum,58.9523279,5.7046637,28
03.12.2020,23:24,Kyrre,58.969491,5.726946,259
