Dato,Klokkeslett,Sted,Latitude,Longitude,Antall_ledige_plasser
14.10.2020,23:38,Jernbanen,58.966341,5.732047,372
14.10.2020,23:38,Valberget,58.9721884,5.7299647,109
14.10.2020,23:38,Posten,58.969721,5.729923,161
14.10.2020,23:38,Jorenholmen,58.971964,5.736688,427
14.10.2020,23:38,St Olav,58.966764,5.730807,348
14.10.2020,23:38,Siddis,58.954126,5.694017,295
14.10.2020,23:38,Forum,58.9523279,5.7046637,105
14.10.2020,23:38,Kyrre,58.969491,5.726946,150
14.10.2020,23:38,Parketten,58.975601,5.721537,281
14.10.2020,23:38,Jernbanen,58.966341,5.732047,372
14.10.2020,23:38,Valberget,58.9721884,5.7299647,109
14.10.2020,23:38,Posten,58.969721,5.729923,161
14.10.2020,23:38,Jorenholmen,58.971964,5.736688,427
14.10.2020,23:38,St Olav,58.966764,5.730807,348
14.10.2020,23:38,Siddis,58.954126,5.694017,295
14.10.2020,23:38,Forum,58.9523279,5.7046637,105
14.10.2020,23:38,Kyrre,58.969491,5.726946,150
14.10.2020,23:38,Parketten,58.975601,5.721537,281
15.10.2020,00:06,Jernbanen,58.966341,5.732047,371
15.10.2020,00:06,Valberget,58.9721884,5.7299647,109
15.10.2020,00:06,Posten,58.969721,5.729923,162
15.10.2020,00:06,Jorenholmen,58.971964,5.736688,427
15.10.2020,00:06,St Olav,58.966764,5.730807,349
15.10.2020,00:06,Siddis,58.954126,5.694017,295
15.10.2020,00:06,Forum,58.9523279,5.7046637,105
15.10.2020,00:06,Kyrre,58.969491,5.726946,150
15.10.2020,00:06,Parketten,58.975601,5.721537,281
15.10.2020,00:08,Jernbanen,58.966341,5.732047,371
15.10.2020,00:08,Valberget,58.9721884,5.7299647,109
15.10.2020,00:08,Posten,58.969721,5.729923,162
15.10.2020,00:08,Jorenholmen,58.971964,5.736688,427
15.10.2020,00:08,St Olav,58.966764,5.730807,349
15.10.2020,00:08,Siddis,58.954126,5.694017,295
15.10.2020,00:08,Forum,58.9523279,5.7046637,105
15.10.2020,00:08,Kyrre,58.969491,5.726946,150
15.10.2020,00:08,Parketten,58.975601,5.721537,281
15.10.2020,00:14,Jernbanen,58.966341,5.732047,372
15.10.2020,00:14,Valberget,58.9721884,5.7299647,109
15.10.2020,00:14,Posten,58.969721,5.729923,162
15.10.2020,00:14,Jorenholmen,58.971964,5.736688,427
15.10.2020,00:14,St Olav,58.966764,5.730807,348
15.10.2020,00:14,Siddis,58.954126,5.694017,295
15.10.2020,00:14,Forum,58.9523279,5.7046637,105
15.10.2020,00:14,Kyrre,58.969491,5.726946,150
15.10.2020,00:14,Parketten,58.975601,5.721537,281
15.10.2020,00:14,Jernbanen,58.966341,5.732047,372
15.10.2020,00:14,Valberget,58.9721884,5.7299647,109
15.10.2020,00:14,Posten,58.969721,5.729923,162
15.10.2020,00:14,Jorenholmen,58.971964,5.736688,427
15.10.2020,00:14,St Olav,58.966764,5.730807,348
15.10.2020,00:14,Siddis,58.954126,5.694017,295
15.10.2020,00:14,Forum,58.9523279,5.7046637,105
15.10.2020,00:14,Kyrre,58.969491,5.726946,150
15.10.2020,00:14,Parketten,58.975601,5.721537,281
15.10.2020,00:14,Jernbanen,58.966341,5.732047,372
15.10.2020,00:14,Valberget,58.9721884,5.7299647,109
15.10.2020,00:14,Posten,58.969721,5.729923,162
15.10.2020,00:14,Jorenholmen,58.971964,5.736688,427
