Dato,Klokkeslett,Sted,Latitude,Longitude,Antall_ledige_plasser
01.11.2020,23:58,Jernbanen,58.966341,5.732047,371
01.11.2020,23:58,Valberget,58.9721884,5.7299647,103
01.11.2020,23:58,Posten,58.969721,5.729923,151
01.11.2020,23:58,Jorenholmen,58.971964,5.736688,458
01.11.2020,23:58,St Olav,58.966764,5.730807,416
01.11.2020,23:58,Siddis,58.954126,5.694017,170
01.11.2020,23:58,Forum,58.9523279,5.7046637,1498
01.11.2020,23:58,Kyrre,58.969491,5.726946,303
01.11.2020,23:58,Parketten,58.975601,5.721537,825
02.11.2020,00:02,Jernbanen,58.966341,5.732047,371
02.11.2020,00:02,Valberget,58.9721884,5.7299647,103
02.11.2020,00:02,Posten,58.969721,5.729923,151
02.11.2020,00:02,Jorenholmen,58.971964,5.736688,458
02.11.2020,00:02,St Olav,58.966764,5.730807,416
02.11.2020,00:02,Siddis,58.954126,5.694017,170
02.11.2020,00:02,Forum,58.9523279,5.7046637,1498
02.11.2020,00:02,Kyrre,58.969491,5.726946,303
02.11.2020,00:02,Parketten,58.975601,5.721537,825
02.11.2020,00:06,Jernbanen,58.966341,5.732047,371
02.11.2020,00:06,Valberget,58.9721884,5.7299647,103
02.11.2020,00:06,Posten,58.969721,5.729923,151
02.11.2020,00:06,Jorenholmen,58.971964,5.736688,458
02.11.2020,00:06,St Olav,58.966764,5.730807,416
02.11.2020,00:06,Siddis,58.954126,5.694017,170
02.11.2020,00:06,Forum,58.9523279,5.7046637,1498
02.11.2020,00:06,Kyrre,58.969491,5.726946,303
02.11.2020,00:06,Parketten,58.975601,5.721537,825
02.11.2020,00:10,Jernbanen,58.966341,5.732047,371
02.11.2020,00:10,Valberget,58.9721884,5.7299647,103
02.11.2020,00:10,Posten,58.969721,5.729923,151
02.11.2020,00:10,Jorenholmen,58.971964,5.736688,458
02.11.2020,00:10,St Olav,58.966764,5.730807,416
02.11.2020,00:10,Siddis,58.954126,5.694017,170
02.11.2020,00:10,Forum,58.9523279,5.7046637,1498
02.11.2020,00:10,Kyrre,58.969491,5.726946,303
02.11.2020,00:10,Parketten,58.975601,5.721537,825
02.11.2020,00:10,Jernbanen,58.966341,5.732047,371
02.11.2020,00:10,Valberget,58.9721884,5.7299647,103
02.11.2020,00:10,Posten,58.969721,5.729923,151
02.11.2020,00:10,Jorenholmen,58.971964,5.736688,458
02.11.2020,00:10,St Olav,58.966764,5.730807,416
02.11.2020,00:10,Siddis,58.954126,5.694017,170
02.11.2020,00:10,Forum,58.9523279,5.7046637,1498
02.11.2020,00:10,Kyrre,58.969491,5.726946,303
02.11.2020,00:10,Parketten,58.975601,5.721537,825
02.11.2020,00:18,Jernbanen,58.966341,5.732047,371
02.11.2020,00:18,Valberget,58.9721884,5.7299647,103
