Dato,Klokkeslett,Sted,Latitude,Longitude,Antall_ledige_plasser
27.10.2020,21:02,Jernbanen,58.966341,5.732047,331
27.10.2020,21:02,Valberget,58.9721884,5.7299647,72
27.10.2020,21:02,Posten,58.969721,5.729923,124
27.10.2020,21:02,Jorenholmen,58.971964,5.736688,413
27.10.2020,21:02,St Olav,58.966764,5.730807,350
27.10.2020,21:02,Siddis,58.954126,5.694017,280
27.10.2020,21:02,Forum,58.9523279,5.7046637,341
27.10.2020,21:02,Kyrre,58.969491,5.726946,162
27.10.2020,21:02,Parketten,58.975601,5.721537,429
27.10.2020,21:06,Jernbanen,58.966341,5.732047,334
27.10.2020,21:06,Valberget,58.9721884,5.7299647,73
27.10.2020,21:06,Posten,58.969721,5.729923,126
27.10.2020,21:06,Jorenholmen,58.971964,5.736688,417
27.10.2020,21:06,St Olav,58.966764,5.730807,348
27.10.2020,21:06,Siddis,58.954126,5.694017,280
27.10.2020,21:06,Forum,58.9523279,5.7046637,344
27.10.2020,21:06,Kyrre,58.969491,5.726946,162
27.10.2020,21:06,Parketten,58.975601,5.721537,431
